   8.7254907120950520e-01	   9.2686279991175979e-01	   8.9271713962911492e-01	   8.4665815436025049e-01	   8.3451771212905979e-01	
   7.6235298626124859e-01	   8.3000004908535630e-01	   8.1344542625759331e-01	   7.9474274757395469e-01	   7.5224885583541656e-01	
   3.5058825602754951e-01	   8.6215691373217851e-01	   9.4397764686228969e-01	   8.5631309114152554e-01	   8.7108496644297140e-01	
   7.1568631683476269e-01	   8.2470593112520874e-01	   9.2128856989022878e-01	   8.7095475653349119e-01	   8.4311137054132335e-01	
   8.2470593112520874e-01	   8.6411769816186279e-01	   9.2801125936343198e-01	   8.6692701419408735e-01	   8.7154942479886055e-01	
   9.6078437054529786e-01	   8.9705887658055872e-01	   8.9719893261125050e-01	   8.7915751410396081e-01	   8.5560852244546737e-01	
   7.0000004139728844e-01	   8.0156867485493422e-01	   8.1484598656451068e-01	   8.1970036528418944e-01	   8.4093525347286813e-01	
   8.7568632629700005e-01	   7.9882357665337622e-01	   8.9439781199741575e-01	   8.3138629799001085e-01	   8.2571343639128303e-01	
   8.5137259936891496e-01	   7.8941181139089167e-01	   8.8095243305100923e-01	   7.8559127858510513e-01	   8.0493855206314513e-01	
   9.5176476216875017e-01	   9.2588240769691765e-01	   9.3389361265248483e-01	   8.6307736930506529e-01	   9.0626749043018817e-01	
   6.6156866657547653e-01	   9.0921574004460126e-01	   9.4313731067813933e-01	   7.9982537481177385e-01	   8.4936701946328197e-01	
   4.1098041646182537e-01	   9.2058828973677009e-01	   9.6470593940466642e-01	   8.4385996941867480e-01	   8.6026882371521796e-01	
   8.3137259818613529e-01	   7.4235298507846892e-01	   8.4145663239594015e-01	   9.2060969568032558e-01	   8.9874420812743561e-01	
   6.9450984499417245e-01	   8.6000005085952580e-01	   7.7114850498868948e-01	   8.7577023759573758e-01	   8.6439472281575602e-01	
   9.6000005677342415e-01	   7.8215690900105983e-01	   7.1960788569413126e-01	   8.3731146316617466e-01	   8.6153802886709785e-01	
   8.8431377778761089e-01	   7.6843141799326986e-01	   8.0980396945960820e-01	   8.2031343150761904e-01	   8.3644391759485381e-01	
   6.1882356600835919e-01	   9.2294123105239123e-01	   9.5854347405423013e-01	   8.9813516742252952e-01	   8.9115884086678931e-01	
   8.9215691550634801e-01	   8.8941181730479002e-01	   9.1736700103086022e-01	   8.9877905820467907e-01	   8.8912968439486750e-01	
   9.0156868076883256e-01	   8.1372553831897676e-01	   9.1820733721501058e-01	   8.4260301241309554e-01	   8.2259189901464735e-01	
   9.1215691668912768e-01	   7.3333337670192122e-01	   8.8431377778761089e-01	   8.7123560251293941e-01	   8.5288857258128414e-01	
   9.8235299927182496e-01	   7.2196082700975239e-01	   8.0308127998640499e-01	   8.0237696328359009e-01	   7.4988569800773697e-01	
   9.0705887717194855e-01	   7.4274514196440578e-01	   8.9187680344496456e-01	   7.6581903664175599e-01	   7.8776223763621944e-01	
   9.3803927116096020e-01	   9.2431378015317023e-01	   9.1652666484670975e-01	   8.6592692851117414e-01	   8.7968255428294972e-01	
   9.3490201607346535e-01	   8.3921573590487242e-01	   8.3949584796625587e-01	   8.1468966201671666e-01	   7.5009002824890647e-01	
   6.5137258754111826e-01	   9.2509809392504394e-01	   9.5910369817699703e-01	   8.9003173343015740e-01	   8.9449806853882474e-01	
   8.1019612634554505e-01	   6.1176474206149578e-01	   8.4481797713254181e-01	   8.1235384545594003e-01	   7.8083544246057324e-01	
   7.2823533718474209e-01	   9.1980397596489638e-01	   9.5658268962454585e-01	   8.8156182968411512e-01	   8.9389293667074587e-01	
   8.8156867958605289e-01	   8.7803926761262119e-01	   7.9103646134691574e-01	   8.6520768880770915e-01	   8.3610598681138115e-01	
   7.7960788924247026e-01	   8.7411769875325263e-01	   9.1568632866255939e-01	   8.5914895054375895e-01	   8.5675198591047363e-01	
   8.1490200897678733e-01	   6.6196082346141338e-01	   9.5322134488794419e-01	   8.2036480577215232e-01	   8.1651228845431156e-01	
   9.1568632866255939e-01	   7.4294122040737420e-01	   7.4257707472757573e-01	   7.3728234516904079e-01	   7.9303238608730664e-01	
   8.1882357783615589e-01	   8.2000004849396646e-01	   8.9775915673401741e-01	   8.8520597751500429e-01	   8.7507254968794856e-01	
   8.7686279695481062e-01	   8.5058828559704125e-01	   7.6610648788378710e-01	   8.6284447263918129e-01	   8.5827896152044425e-01	
   8.5568632511422038e-01	   7.9450985090807080e-01	   8.8879557076974636e-01	   8.4962073694833240e-01	   8.7953716545750227e-01	
   7.7843141858465970e-01	   9.0607848495710641e-01	   9.5042022427410955e-01	   8.8750069466415449e-01	   9.0286932134243081e-01	
   6.0470591811463237e-01	   8.1941181316506118e-01	   9.1512610453979248e-01	   8.7674977357283757e-01	   8.4134469984075011e-01	
   4.8784316610544920e-01	   8.1901965627912432e-01	   5.6190479513523839e-01	   7.5719843505308293e-01	   6.7171680659171429e-01	
   5.8039219118654728e-01	   7.5294122099876404e-01	   8.8011209686685887e-01	   7.9562638492392601e-01	   7.7429923239977794e-01	
   7.2470592521131039e-01	   8.6509809037670493e-01	   8.4061629621178979e-01	   8.2262527341161362e-01	   8.1369881821051615e-01	
   7.4000004376284778e-01	   8.9549024903681129e-01	   8.7254907120950520e-01	   8.1599456833586037e-01	   7.7050812054054074e-01	
